"UniqueID","Probability1"
6533,0.0274005819592628
6534,0.0274005819592628
6535,0.833046471600688
6536,0.233122362869198
6537,0.288888888888889
6538,0.833046471600688
6539,0.833046471600688
6540,0.0161290322580645
6541,0.233122362869198
6542,0.0274005819592628
6543,0.0274005819592628
6544,0.833046471600688
6545,0.0274005819592628
6546,0.0274005819592628
6547,0.0274005819592628
6548,0.833046471600688
6549,0.833046471600688
6550,0.233122362869198
6551,0.288888888888889
6552,0.0323624595469256
6553,0.0274005819592628
6554,0.0274005819592628
6555,0.833046471600688
6556,0.0274005819592628
6557,0.0274005819592628
6558,0.833046471600688
6559,0.0274005819592628
6560,0.717277486910995
6561,0.0274005819592628
6562,0.0274005819592628
6563,0.0274005819592628
6564,0.0274005819592628
6565,0.0274005819592628
6566,0.0274005819592628
6567,0.233122362869198
6568,0.833046471600688
6569,0.717277486910995
6570,0.0274005819592628
6571,0.233122362869198
6572,0.833046471600688
6573,0.717277486910995
6574,0.833046471600688
6575,0.0274005819592628
6576,0.444933920704846
6577,0.0274005819592628
6578,0.0274005819592628
6579,0.0274005819592628
6580,0.0274005819592628
6581,0.717277486910995
6582,0.0274005819592628
6583,0.0274005819592628
6584,0.233122362869198
6585,0.0274005819592628
6586,0.0274005819592628
6587,0.233122362869198
6588,0.0274005819592628
6589,0.0274005819592628
6590,0.444933920704846
6591,0.833046471600688
6592,0.0274005819592628
6593,0.0274005819592628
6594,0.0274005819592628
6595,0.0274005819592628
6596,0.0274005819592628
6597,0.0274005819592628
6598,0.0274005819592628
6599,0.0274005819592628
6600,0.0274005819592628
6601,0.233122362869198
6602,0.0274005819592628
6603,0.0274005819592628
6604,0.0274005819592628
6605,0.233122362869198
6606,0.717277486910995
6607,0.0274005819592628
6608,0.833046471600688
6609,0.833046471600688
6610,0.0274005819592628
6611,0.0274005819592628
6612,0.233122362869198
6613,0.0274005819592628
6614,0.0274005819592628
6615,0.0274005819592628
6616,0.233122362869198
6617,0.233122362869198
6618,0.0274005819592628
6619,0.233122362869198
6620,0.0274005819592628
6621,0.0274005819592628
6622,0.0323624595469256
6623,0.0274005819592628
6624,0.0274005819592628
6625,0.0323624595469256
6626,0.0274005819592628
6627,0.0274005819592628
6628,0.0274005819592628
6629,0.0323624595469256
6630,0.0274005819592628
6631,0.0323624595469256
6632,0.233122362869198
6633,0.288888888888889
6634,0.0274005819592628
6635,0.233122362869198
6636,0.233122362869198
6637,0.233122362869198
6638,0.233122362869198
6639,0.233122362869198
6640,0.233122362869198
6641,0.233122362869198
6642,0.233122362869198
6643,0.233122362869198
6644,0.233122362869198
6645,0.0161290322580645
6646,0.288888888888889
6647,0.0323624595469256
6648,0.233122362869198
6649,0.233122362869198
6650,0.717277486910995
6651,0.0274005819592628
6652,0.0274005819592628
6653,0.0274005819592628
6654,0.0274005819592628
6655,0.233122362869198
6656,0.0274005819592628
6657,0.0274005819592628
6658,0.0274005819592628
6659,0.0274005819592628
6660,0.0274005819592628
6661,0.0274005819592628
6662,0.0274005819592628
6663,0.0274005819592628
6664,0.0274005819592628
6665,0.0274005819592628
6666,0.0274005819592628
6667,0.0274005819592628
6668,0.0274005819592628
6669,0.0274005819592628
6670,0.833046471600688
6671,0.833046471600688
6672,0.0274005819592628
6673,0.233122362869198
6674,0.0274005819592628
6675,0.0274005819592628
6676,0.0274005819592628
6677,0.0274005819592628
6678,0.0274005819592628
6679,0.0274005819592628
6680,0.717277486910995
6681,0.0274005819592628
6682,0.0274005819592628
6683,0.0274005819592628
6684,0.444933920704846
6685,0.0274005819592628
6686,0.0274005819592628
6687,0.0274005819592628
6688,0.717277486910995
6689,0.0274005819592628
6690,0.0274005819592628
6691,0.233122362869198
6692,0.444933920704846
6693,0.0274005819592628
6694,0.833046471600688
6695,0.0274005819592628
6696,0.0274005819592628
6697,0.833046471600688
6698,0.0274005819592628
6699,0.0274005819592628
6700,0.0274005819592628
6701,0.233122362869198
6702,0.0274005819592628
6703,0.0274005819592628
6704,0.233122362869198
6705,0.233122362869198
6706,0.0274005819592628
6707,0.233122362869198
6708,0.0274005819592628
6709,0.0274005819592628
6710,0.0274005819592628
6711,0.0323624595469256
6712,0.0274005819592628
6713,0.0274005819592628
6714,0.0323624595469256
6715,0.0274005819592628
6716,0.0274005819592628
6717,0.0274005819592628
6718,0.233122362869198
6719,0.0323624595469256
6720,0.833046471600688
6721,0.0274005819592628
6722,0.0274005819592628
6723,0.833046471600688
6724,0.233122362869198
6725,0.0274005819592628
6726,0.233122362869198
6727,0.0161290322580645
6728,0.833046471600688
6729,0.0274005819592628
6730,0.0274005819592628
6731,0.233122362869198
6732,0.0274005819592628
6733,0.0274005819592628
6734,0.0274005819592628
6735,0.0323624595469256
6736,0.0274005819592628
6737,0.0274005819592628
6738,0.0274005819592628
6739,0.444933920704846
6740,0.0274005819592628
6741,0.233122362869198
6742,0.0274005819592628
6743,0.0274005819592628
6744,0.0274005819592628
6745,0.233122362869198
6746,0.0274005819592628
6747,0.0274005819592628
6748,0.0274005819592628
6749,0.233122362869198
6750,0.833046471600688
6751,0.0274005819592628
6752,0.233122362869198
6753,0.0323624595469256
6754,0.0274005819592628
6755,0.0274005819592628
6756,0.0274005819592628
6757,0.0274005819592628
6758,0.233122362869198
6759,0.0274005819592628
6760,0.0274005819592628
6761,0.0274005819592628
6762,0.0274005819592628
6763,0.0274005819592628
6764,0.833046471600688
6765,0.0274005819592628
6766,0.0274005819592628
6767,0.0274005819592628
6768,0.444933920704846
6769,0.0274005819592628
6770,0.233122362869198
6771,0.0274005819592628
6772,0.0274005819592628
6773,0.0274005819592628
6774,0.0274005819592628
6775,0.444933920704846
6776,0.0274005819592628
6777,0.0274005819592628
6778,0.0274005819592628
6779,0.0274005819592628
6780,0.833046471600688
6781,0.233122362869198
6782,0.0274005819592628
6783,0.0274005819592628
6784,0.0274005819592628
6785,0.0323624595469256
6786,0.0274005819592628
6787,0.717277486910995
6788,0.233122362869198
6789,0.0274005819592628
6790,0.0274005819592628
6791,0.0274005819592628
6792,0.0274005819592628
6793,0.444933920704846
6794,0.0274005819592628
6795,0.233122362869198
6796,0.0274005819592628
6797,0.233122362869198
6798,0.233122362869198
6799,0.0323624595469256
6800,0.0323624595469256
6801,0.0323624595469256
6802,0.0274005819592628
